0.35	0.053407311
0.351	0.054001498
0.352	0.054796992
0.353	0.055568009
0.354	0.056314549
0.355	0.057090402
0.356	0.057896979
0.357	0.059026501
0.358	0.060506394
0.359	0.061829171
0.36	0.06256692
0.361	0.06309117
0.362	0.064570408
0.363	0.066016237
0.364	0.066947937
0.365	0.067188089
0.366	0.068102859
0.367	0.069083855
0.368	0.069540022
0.369	0.069963317
0.37	0.070280064
0.371	0.070504081
0.372	0.070851289
0.373	0.071009655
0.374	0.070965394
0.375	0.070866429
0.376	0.070576626
0.377	0.070020773
0.378	0.069199322
0.379	0.068426852
0.38	0.067871962
0.381	0.067384429
0.382	0.066018165
0.383	0.064604327
0.384	0.063479612
0.385	0.062579179
0.386	0.061386983
0.387	0.059995648
0.388	0.058744211
0.389	0.057736687
0.39	0.056790707
0.391	0.055729514
0.392	0.054591237
0.393	0.053338853
0.394	0.052002388
0.395	0.050642532
0.396	0.049615908
0.397	0.048786967
0.398	0.047804042
0.399	0.046865882
0.4	0.046143222
0.401	0.045665675
0.402	0.044841011
0.403	0.044174705
0.404	0.043836076
0.405	0.043125093
0.406	0.042329337
0.407	0.041636984
0.408	0.041200366
0.409	0.040617001
0.41	0.039941471
0.411	0.039392098
0.412	0.03887941
0.413	0.038389464
0.414	0.03791659
0.415	0.037453703
0.416	0.037018028
0.417	0.036600418
0.418	0.036135012
0.419	0.035710644
0.42	0.035342216
0.421	0.034995931
0.422	0.034666431
0.423	0.0343323
0.424	0.033980947
0.425	0.033723601
0.426	0.033528991
0.427	0.033334871
0.428	0.033031104
0.429	0.032772192
0.43	0.032590565
0.431	0.032337298
0.432	0.032028802
0.433	0.031741655
0.434	0.031594101
0.435	0.031419652
0.436	0.031221222
0.437	0.031036453
0.438	0.030882604
0.439	0.030671723
0.44	0.030377942
0.441	0.030138989
0.442	0.029978701
0.443	0.029865575
0.444	0.029700718
0.445	0.029420406
0.446	0.029119585
0.447	0.028968705
0.448	0.028819629
0.449	0.028620977
0.45	0.028365239
0.451	0.028157869
0.452	0.02801013
0.453	0.027886358
0.454	0.027643119
0.455	0.027438143
0.456	0.027304106
0.457	0.027147411
